Field,Experience,Location,Company Size,Salary,URL
IT - Phần mềm,2 năm,Hồ Chí Minh,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-b2b-quan-1-tphcm/1597848.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
Sản xuất,5 năm,Bình Định,5000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/deputy-qa-manager/1331869.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
Agency (Design/Development),2 năm,Hà Nội,100-499 nhân viên,15 - 20 triệu,https://www.topcv.vn/viec-lam/graphic-designer-trong-linh-vuc-game-promotion-luong-15-25-trieu/1640322.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
Thương mại điện tử,5 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/senior-business-analyst-global-supply-chain-ecommerce-platform-up-to-30-months-of-annually-package/1586007.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
IT - Phần mềm,Không yêu cầu,Hồ Chí Minh,25-99 nhân viên,Tới 10 triệu,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-lam-viec-theo-gio-my/1612295.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
Marketing / Truyền thông / Quảng cáo,2 năm,Hà Nội,100-499 nhân viên,10 - 13 triệu,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-junior/1644022.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
Giải trí,Dưới 1 năm,Hà Nội,25-99 nhân viên,8 - 15 triệu,https://www.topcv.vn/viec-lam/playable-ads-level-fresher/1571742.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
Bất động sản,3 năm,Hà Nội,100-499 nhân viên,17 - 20 triệu,https://www.topcv.vn/viec-lam/truong-nhom-thiet-ke-leader-designer-luong-cung-20-000-000-tr-thang-di-lam-ngay/1548856.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
IT - Phần mềm,2 năm,Hồ Chí Minh,25-99 nhân viên,15 - 20 triệu,https://www.topcv.vn/viec-lam/lead-marketing-nganh-fb/1273636.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
Internet / Online,1 năm,Hà Nội,1-9 nhân viên,10 - 20 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-designer/1499715.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
Dược phẩm / Y tế / Công nghệ sinh học,2 năm,Hà Nội,25-99 nhân viên,13 - 15 triệu,https://www.topcv.vn/viec-lam/designer-thiet-ke-do-hoa-thu-nhap-upto-15-trieu/1577834.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
Bất động sản,1 năm,Hà Nội,100-499 nhân viên,16 - 20 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke/1569445.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/congtycophanmisa/tuyen-dung/sales-executive-nhan-vien-kinh-doanh-tu-van-giai-phap-ke-toan-misa-khong-yeu-cau-kinh-nghiem-thu-nhap-upto-20-trieu-j1656239.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/fptis/tuyen-dung/rpa-developer-j1038884.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
Thương mại điện tử,1 năm,Hà Nội,10-24 nhân viên,Tới 17 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-graphic-design-thuong-mai-dien-tu/1073124.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
IT - Phần mềm,1 năm,Hà Nội & 2 nơi khác,25-99 nhân viên,Tới 20 triệu,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-thu-nhap-len-den-20-trieu-thang/1628957.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
IT - Phần mềm,2 năm,Hà Nội,3000+ nhân viên,"Tới 1,500 USD",https://www.topcv.vn/viec-lam/product-designer-ui-ux-designer/1649160.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
Dược phẩm / Y tế / Công nghệ sinh học,2 năm,Hà Nội,100-499 nhân viên,15 - 20 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-thu-nhap-15-20-trieu/1079124.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
Marketing / Truyền thông / Quảng cáo,1 năm,"Hà Nội, Hồ Chí Minh",25-99 nhân viên,10 - 50 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-b2b-cong-nghe-thu-nhap-len-den-50tr-tai-ha-noi-ho-chi-minh/1656395.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
Điện tử / Điện lạnh,1 năm,Hồ Chí Minh,5000+ nhân viên,10 - 30 triệu,https://www.topcv.vn/viec-lam/senior-developer-tieng-trung/1655938.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
IT - Phần mềm,2 năm,Thái Nguyên,25-99 nhân viên,20 - 30 triệu,https://www.topcv.vn/viec-lam/mobile-developer-di-lam-luon-thai-nguyen/1640007.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
Viễn thông,1 năm,Hà Nội,5000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/ai-engineer/1654309.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
Viễn thông,Không yêu cầu,Hà Nội,5000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/deployment-engineer/1654311.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
Viễn thông,Dưới 1 năm,Hà Nội,5000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/quan-ly-chat-luong-pqa/1654308.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
IT - Phần mềm,2 năm,Hà Nội,100-499 nhân viên,Tới 25 triệu,https://www.topcv.vn/viec-lam/process-quality-assurance-pqa-engineer-upto-25m/1653479.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
IT - Phần mềm,4 năm,Hà Nội,100-499 nhân viên,Tới 60 triệu,https://www.topcv.vn/viec-lam/solution-architect-upto-60m-gross/1653433.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355159
IT - Phần mềm,3 năm,Hồ Chí Minh,25-99 nhân viên,25 - 35 triệu,https://www.topcv.vn/viec-lam/senior-flutter-developer-product-nlp/1648707.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,3 năm,Hồ Chí Minh,25-99 nhân viên,25 - 35 triệu,https://www.topcv.vn/viec-lam/senior-frontend-backend-fullstack-developer-reactjs-typescript-nodejs-laravel/1648976.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Dược phẩm / Y tế / Công nghệ sinh học,Không yêu cầu,Hồ Chí Minh,25-99 nhân viên,10 - 15 triệu,https://www.topcv.vn/viec-lam/graphic-designer-fulltime-thu-nhap-tu-10-trieu-den-15-trieu-thuong/1650397.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,1 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/product-owner-manager-edtech-project/1648087.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Giải trí,Không yêu cầu,Hồ Chí Minh,25-99 nhân viên,9 - 15 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-graphic-designer-luong-tu-9-15-trieu/1647259.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Marketing / Truyền thông / Quảng cáo,2 năm,Hà Nội,25-99 nhân viên,18 - 30 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-bussiness-analyst-yeu-cau-tu-1-nam-kinh-nghiem-erp-tro-len/1645758.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Thiết kế / kiến trúc,Dưới 1 năm,Hồ Chí Minh,100-499 nhân viên,8 - 15 triệu,https://www.topcv.vn/viec-lam/nhan-vien-chinh-sua-anh-photo-editor-tai-quan-7/1646533.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,Dưới 1 năm,Hồ Chí Minh,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/chuyen-vien-lap-trinh-web/1643211.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Thương mại điện tử,4 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/quality-engineer-lead-up-to-30-months-of-salary-annually/1638679.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,1 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/mobile-app-developer-dart-flutter-hoac-ios-swift/1581397.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,1 năm,Hà Nội,1000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/lap-trinh-vien-ios-swift-objective-c/1436483.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Thời trang,1 năm,Hà Nội,100-499 nhân viên,8 - 30 triệu,https://www.topcv.vn/viec-lam/designer-thiet-ke-tham-my-vien/1380819.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Thương mại điện tử,4 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/senior-quality-engineer-up-to-30-months-of-salary-annually/1585398.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Thương mại điện tử,3 năm,Hà Nội,100-499 nhân viên,"Tới 55,000 USD",https://www.topcv.vn/viec-lam/net-backend-engineer-senior-storefront-ecommerce-platform-total-annual-income-55-000/1590906.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,3 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/back-end-developer-python-java/1657405.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,1 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/back-end-developer-c-net-sql/1655990.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,1 năm,Hồ Chí Minh,100-499 nhân viên,15 - 60 triệu,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-b2b-nhan-vien-tu-van-thu-nhap-15-40-trieu-nghi-thu-7-va-chu-nhat-di-lam-ngay-ho-chi-minh/1654254.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,3 năm,Hà Nội,10-24 nhân viên,18 - 25 triệu,https://www.topcv.vn/viec-lam/backend-developer-ha-noi-thu-nhap-750-1000usd/1654832.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,3 năm,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/sales-it-business-development-executive-nhan-vien-kinh-doanh-it-erp-upto-50-trieu-thang/1653201.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
In ấn / Xuất bản,1 năm,Hồ Chí Minh,25-99 nhân viên,12 - 20 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-in-chuyen-nhiet-thu-nhap-len-den-20-trieu/1656500.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/chinhanhtranscosmoshochiminh/tuyen-dung/nhan-vien-kiem-duyet-noi-dung-thu-nhap-len-den-hon-8-trieu-lam-viec-tai-tan-binh-j1649904.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,1 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/ibm-maximo-developer/1649705.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,3 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/teamcenter-engineer-activeworkspace-bmide-react/1650960.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,3 năm,Hồ Chí Minh,100-499 nhân viên,22 - 45 triệu,https://www.topcv.vn/viec-lam/home-trading-system-developer-windows-desktop-application-3-nam-kinh-nghiem/1652543.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/matbao/tuyen-dung/cloud-solution-microsoft-solution-service-delivery-j1647776.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,1 năm,Hà Nội,25-99 nhân viên,"500 - 1,200 USD",https://www.topcv.vn/viec-lam/java-developer-sql-spring-reactjs/1645453.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Sản xuất,1 năm,Hồ Chí Minh,25-99 nhân viên,10 - 12 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-designer-thu-nhap-hap-dan-tu-10-12-trieu-tai-quan-12/1644085.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Thương mại điện tử,2 năm,Hà Nội,25-99 nhân viên,20 - 30 triệu,https://www.topcv.vn/viec-lam/full-stack-developer-laravel-vuejs/1644747.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/matbao/tuyen-dung/ky-su-dien-toan-dam-may-singapore-thu-nhap-hap-dan-tu-25-40-trieu-customer-cloud-support-engineer-cloud-data-engineer-cloud-it-support-j1645526.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/game-designer-fresher/1644445.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Thương mại điện tử,1 năm,Hồ Chí Minh,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/graphic-designer-manh-mang-pod-mockup-3d-modeling-packaging-blender-3d-max-thu-nhap-hap-dan-lam-viec-tai-ho-chi-minh-yeu-cau-ung-vien-gui-kem-portfolio/1643879.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,2 năm,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/lap-trinh-vien-backend-golang/1643995.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,1 năm,Hà Nội,10-24 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-giai-phap-cntt-sale-tu-van-thu-nhap-co-ban-20-25-trieu-thuong/1642692.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,1 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/eclipse-plugin-developer/1641629.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,Trên 5 năm,Hồ Chí Minh,10-24 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/senior-back-end-engineer/1655049.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,Không yêu cầu,Hà Nội,100-499 nhân viên,15 - 60 triệu,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-b2b-nhan-vien-tu-van-nghi-thu-7-va-chu-nhat-thu-nhap-15-40-trieu-di-lam-ngay-ha-noi/1619070.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Marketing / Truyền thông / Quảng cáo,2 năm,Hồ Chí Minh,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-du-an-fpt-play/1637032.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,1 năm,Hồ Chí Minh,100-499 nhân viên,8 - 12 triệu,https://www.topcv.vn/viec-lam/chinh-sua-webtoon-webtoon-editor-fulltime/1522163.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Khác,2 năm,Hà Nội,100-499 nhân viên,8 - 15 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-2d/948932.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-3d-graphic-designer/1651563.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,Dưới 1 năm,Hải Dương,10-24 nhân viên,12 - 15 triệu,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-thiet-bi-cong-nghe-thong-tin-di-lam-ngay-thanh-pho-hai-duong/1633173.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Ngân hàng,3 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/chuyen-vien-cao-cap-phat-trien-ung-dung-kenh-ngan-hang-so-java-net/1649372.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Ngân hàng,4 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/chuyen-vien-cao-cap-phan-tich-nghiep-vu/1647922.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Bán lẻ - Hàng tiêu dùng - FMCG,Không yêu cầu,Thái Nguyên,100-499 nhân viên,8 - 15 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-graphic-designer/1632629.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/chuyen-vien-quay-dung-va-thiet-ke-upto-15-trieu-tai-hung-yen/1632265.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,2 năm,Hà Nội,25-99 nhân viên,30 - 40 triệu,https://www.topcv.vn/viec-lam/business-development-manager-mobile-app-game-luong-tu-30-40-trieu-thang/1630201.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Thương mại điện tử,Trên 5 năm,Hà Nội,100-499 nhân viên,"Từ 100,000 USD",https://www.topcv.vn/viec-lam/data-product-manager-global-ecommerce-supply-chain-system-annual-income-over-100-000/1592626.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Thương mại điện tử,5 năm,Hà Nội,100-499 nhân viên,"Tới 85,000 USD",https://www.topcv.vn/viec-lam/net-backend-technical-lead-storefront-ecommerce-platform-total-annual-income-85-000/1590922.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
Thương mại điện tử,Trên 5 năm,Hà Nội,100-499 nhân viên,"Tới 70,000 USD",https://www.topcv.vn/viec-lam/net-backend-technical-lead-supply-chain-management-system-up-to-30-months-of-salary-per-year-annual-income-over-70-000/1590785.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,4 năm,Hà Nội,100-499 nhân viên,Tới 45 triệu,https://www.topcv.vn/viec-lam/sap-consultant-module-mm-sd-ps-wm/1501149.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355161
IT - Phần mềm,4 năm,Hà Nội,1000+ nhân viên,15 - 35 triệu,https://www.topcv.vn/viec-lam/product-executive-business-analyst/1657148.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355163
IT - Phần mềm,2 năm,Hà Nội,500-1000 nhân viên,20 - 25 triệu,https://www.topcv.vn/viec-lam/qa-hn-bpo-english-fluent-up-to-25m/1656357.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355163
IT - Phần mềm,1 năm,Hà Nội,1000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-sre/1657311.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355163
Bán lẻ - Hàng tiêu dùng - FMCG,1 năm,Hà Nội,25-99 nhân viên,13 - 15 triệu,https://www.topcv.vn/viec-lam/senior-graphic-designer/1655376.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355163
IT - Phần mềm,Không yêu cầu,"Hà Nội, Hồ Chí Minh",25-99 nhân viên,10 - 25 triệu,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem-easysalon/1240789.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355163
Marketing / Truyền thông / Quảng cáo,1 năm,Hà Nội,10-24 nhân viên,12 - 15 triệu,https://www.topcv.vn/viec-lam/media-designer-graphic-design-nhan-vien-thiet-ke-di-lam-ngay-luong-12tr-15tr/1655202.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355163
Tài chính,2 năm,Hà Nội,1000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/chuyen-vien-cao-cap-pentest-api-mobile-pentest/1653699.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355163
Tài chính,2 năm,Hà Nội,1000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/chuyen-vien-cao-cap-pentest-cloud-pentest/1653696.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355163
